"","subid","condition","age","gender","education","job","children","country","politicalIdeology","beliefAfterlife","beliefLeader","comments","trialNum","leftCharacter","rightCharacter","response","rt","responseNum"
"11332","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",22,"green_frog","you","much more right",2090,2
"11333","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",23,"nicholas_gannon_baby","toby_chimp","much more right",2617,2
"11334","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",24,"delores_gleitman_deceased","god","much more right",1727,2
"11335","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",25,"nicholas_gannon_baby","todd_billingsley_man","much more right",1648,2
"11336","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",26,"god","sharon_harvey_woman","much more left",1756,-2
"11337","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",27,"delores_gleitman_deceased","nicholas_gannon_baby","much more right",2288,2
"11338","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",28,"kismet_robot","green_frog","slightly more left",1949,-1
"11339","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",29,"delores_gleitman_deceased","toby_chimp","much more right",1509,2
"11340","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",30,"nicholas_gannon_baby","green_frog","slightly more left",1810,-1
"11341","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",31,"gerald_schiff_pvs","green_frog","slightly more right",1714,1
"11342","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",32,"charlie_dog","samantha_hill_girl","much more right",3410,2
"11343","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",33,"fetus","nicholas_gannon_baby","slightly more right",3625,1
"11344","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",34,"todd_billingsley_man","charlie_dog","slightly more left",1724,-1
"11345","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",35,"god","green_frog","much more left",1432,-2
"11346","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",36,"you","charlie_dog","slightly more left",2457,-1
"11347","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",37,"toby_chimp","gerald_schiff_pvs","much more left",1822,-2
"11348","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",38,"gerald_schiff_pvs","nicholas_gannon_baby","much more right",1198,2
"11349","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",39,"charlie_dog","kismet_robot","slightly more right",5917,1
"11350","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",40,"you","samantha_hill_girl","slightly more left",1536,-1
"11351","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",41,"charlie_dog","toby_chimp","both equally",4731,0
"11352","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",42,"toby_chimp","sharon_harvey_woman","much more right",1290,2
"11353","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",43,"charlie_dog","god","much more right",1259,2
"11354","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",44,"gerald_schiff_pvs","samantha_hill_girl","much more right",4210,2
"11355","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",45,"green_frog","todd_billingsley_man","much more right",5155,2
"11356","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",46,"green_frog","fetus","both equally",2189,0
"11357","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",47,"sharon_harvey_woman","kismet_robot","slightly more left",1990,-1
"11358","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",48,"kismet_robot","delores_gleitman_deceased","much more left",1587,-2
"11359","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",49,"sharon_harvey_woman","nicholas_gannon_baby","much more left",2561,-2
"11360","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",50,"samantha_hill_girl","toby_chimp","both equally",2424,0
"11361","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",51,"delores_gleitman_deceased","fetus","much more right",3434,2
"11362","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",52,"todd_billingsley_man","delores_gleitman_deceased","much more left",1106,-2
"11363","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",53,"toby_chimp","todd_billingsley_man","much more right",2352,2
"11364","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",54,"green_frog","toby_chimp","slightly more right",2917,1
"11365","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",55,"you","delores_gleitman_deceased","much more left",1506,-2
"11366","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",56,"god","todd_billingsley_man","much more left",1313,-2
"11367","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",57,"samantha_hill_girl","delores_gleitman_deceased","much more left",1503,-2
"11368","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",58,"gerald_schiff_pvs","you","much more right",1475,2
"11369","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",59,"kismet_robot","nicholas_gannon_baby","much more left",2689,-2
"11370","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",60,"sharon_harvey_woman","green_frog","much more left",1594,-2
"11371","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",61,"kismet_robot","todd_billingsley_man","both equally",2362,0
"11372","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",62,"sharon_harvey_woman","todd_billingsley_man","both equally",1241,0
"11373","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",63,"god","you","much more left",1619,-2
"11374","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",64,"you","toby_chimp","much more left",2916,-2
"11375","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",65,"todd_billingsley_man","samantha_hill_girl","much more left",1903,-2
"11376","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",66,"sharon_harvey_woman","gerald_schiff_pvs","much more left",1314,-2
"11377","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",67,"fetus","gerald_schiff_pvs","both equally",3283,0
"11378","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",68,"nicholas_gannon_baby","god","much more right",1728,2
"11379","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",69,"you","nicholas_gannon_baby","much more left",1204,-2
"11380","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",70,"charlie_dog","fetus","both equally",1929,0
"11381","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",71,"samantha_hill_girl","fetus","slightly more left",1653,-1
"11382","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",72,"gerald_schiff_pvs","kismet_robot","much more right",1819,2
"11383","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",73,"green_frog","samantha_hill_girl","much more right",2055,2
"11384","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",74,"charlie_dog","nicholas_gannon_baby","both equally",3163,0
"11385","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",75,"charlie_dog","green_frog","both equally",1467,0
"11386","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",76,"god","samantha_hill_girl","much more left",1146,-2
"11387","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",77,"toby_chimp","god","much more right",2749,2
"11388","S0294","Memory",28,"male","college_bachDegree","manager","0","USA","republican","agree_moderate","agree_moderate","NA",78,"gerald_schiff_pvs","todd_billingsley_man","much more right",1779,2
"11389","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",1,"fetus","charlie_dog","much more right",8247,2
"11390","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",2,"nicholas_gannon_baby","toby_chimp","much more right",4625,2
"11391","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",3,"sharon_harvey_woman","kismet_robot","much more left",2319,-2
"11392","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",4,"green_frog","kismet_robot","much more left",1569,-2
"11393","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",5,"delores_gleitman_deceased","kismet_robot","slightly more right",6173,1
"11394","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",6,"charlie_dog","delores_gleitman_deceased","much more left",2456,-2
"11395","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",7,"you","gerald_schiff_pvs","much more left",2529,-2
"11396","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",8,"todd_billingsley_man","gerald_schiff_pvs","much more left",1938,-2
"11397","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",9,"you","sharon_harvey_woman","both equally",4917,0
"11398","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",10,"green_frog","sharon_harvey_woman","much more right",2523,2
"11399","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",11,"todd_billingsley_man","fetus","much more left",3482,-2
"11400","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",12,"todd_billingsley_man","sharon_harvey_woman","both equally",2706,0
"11401","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",13,"nicholas_gannon_baby","god","much more right",6286,2
"11402","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",14,"todd_billingsley_man","nicholas_gannon_baby","much more left",3238,-2
"11403","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",15,"toby_chimp","delores_gleitman_deceased","much more left",4595,-2
"11404","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",16,"god","samantha_hill_girl","much more left",3357,-2
"11405","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",17,"kismet_robot","nicholas_gannon_baby","much more right",7771,2
"11406","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",18,"delores_gleitman_deceased","god","much more right",2680,2
"11407","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",19,"fetus","green_frog","much more right",8884,2
"11408","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",20,"kismet_robot","god","much more right",2204,2
"11409","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",21,"gerald_schiff_pvs","samantha_hill_girl","much more right",5519,2
"11410","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",22,"fetus","sharon_harvey_woman","much more right",1818,2
"11411","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",23,"green_frog","toby_chimp","much more right",3588,2
"11412","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",24,"nicholas_gannon_baby","samantha_hill_girl","much more right",2298,2
"11413","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",25,"kismet_robot","toby_chimp","much more right",1315,2
"11414","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",26,"delores_gleitman_deceased","gerald_schiff_pvs","slightly more right",2878,1
"11415","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",27,"you","nicholas_gannon_baby","much more left",2612,-2
"11416","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",28,"gerald_schiff_pvs","green_frog","slightly more right",6118,1
"11417","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",29,"sharon_harvey_woman","gerald_schiff_pvs","much more left",2202,-2
"11418","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",30,"charlie_dog","samantha_hill_girl","slightly more right",6971,1
"11419","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",31,"delores_gleitman_deceased","sharon_harvey_woman","much more right",3332,2
"11420","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",32,"toby_chimp","you","much more right",2026,2
"11421","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",33,"fetus","gerald_schiff_pvs","both equally",13435,0
"11422","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",34,"nicholas_gannon_baby","charlie_dog","slightly more right",11620,1
"11423","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",35,"green_frog","samantha_hill_girl","much more right",3922,2
"11424","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",36,"you","charlie_dog","much more left",1991,-2
"11425","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",37,"gerald_schiff_pvs","nicholas_gannon_baby","slightly more right",2774,1
"11426","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",38,"kismet_robot","you","much more right",1954,2
"11427","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",39,"nicholas_gannon_baby","sharon_harvey_woman","much more right",1761,2
"11428","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",40,"sharon_harvey_woman","toby_chimp","much more left",2700,-2
"11429","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",41,"delores_gleitman_deceased","you","much more right",1872,2
"11430","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",42,"todd_billingsley_man","god","much more right",5688,2
"11431","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",43,"green_frog","you","much more right",1793,2
"11432","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",44,"god","sharon_harvey_woman","much more left",3778,-2
"11433","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",45,"todd_billingsley_man","delores_gleitman_deceased","much more left",1895,-2
"11434","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",46,"gerald_schiff_pvs","kismet_robot","slightly more left",2459,-1
"11435","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",47,"samantha_hill_girl","you","much more right",2237,2
"11436","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",48,"todd_billingsley_man","you","both equally",3160,0
"11437","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",49,"delores_gleitman_deceased","nicholas_gannon_baby","much more right",16694,2
"11438","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",50,"green_frog","todd_billingsley_man","much more right",1337,2
"11439","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",51,"delores_gleitman_deceased","samantha_hill_girl","much more right",1369,2
"11440","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",52,"samantha_hill_girl","toby_chimp","much more left",2487,-2
"11441","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",53,"green_frog","delores_gleitman_deceased","much more left",2895,-2
"11442","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",54,"god","fetus","much more left",2711,-2
"11443","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",55,"gerald_schiff_pvs","charlie_dog","slightly more right",3678,1
"11444","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",56,"god","toby_chimp","much more left",2955,-2
"11445","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",57,"gerald_schiff_pvs","toby_chimp","slightly more right",3131,1
"11446","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",58,"gerald_schiff_pvs","god","much more right",2313,2
"11447","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",59,"charlie_dog","todd_billingsley_man","much more right",4491,2
"11448","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",60,"samantha_hill_girl","todd_billingsley_man","much more right",1667,2
"11449","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",61,"todd_billingsley_man","toby_chimp","much more left",2034,-2
"11450","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",62,"fetus","delores_gleitman_deceased","much more left",1648,-2
"11451","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",63,"god","you","much more left",2498,-2
"11452","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",64,"fetus","you","much more right",2273,2
"11453","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",65,"fetus","kismet_robot","much more left",5441,-2
"11454","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",66,"nicholas_gannon_baby","fetus","slightly more left",3551,-1
"11455","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",67,"samantha_hill_girl","sharon_harvey_woman","much more right",7345,2
"11456","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",68,"kismet_robot","samantha_hill_girl","much more right",1419,2
"11457","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",69,"charlie_dog","kismet_robot","much more left",1966,-2
"11458","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",70,"nicholas_gannon_baby","green_frog","slightly more left",3476,-1
"11459","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",71,"samantha_hill_girl","fetus","much more left",2073,-2
"11460","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",72,"todd_billingsley_man","kismet_robot","much more left",3597,-2
"11461","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",73,"god","green_frog","much more left",1943,-2
"11462","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",74,"charlie_dog","green_frog","slightly more left",2599,-1
"11463","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",75,"charlie_dog","sharon_harvey_woman","much more right",1517,2
"11464","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",76,"charlie_dog","toby_chimp","slightly more right",2151,1
"11465","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",77,"toby_chimp","fetus","slightly more left",5498,-1
"11466","S0295","Consciousness",40,"male","grad_degree","Education  ","0","American ","democrat","agree_little","agree_moderate","NA",78,"god","charlie_dog","much more left",1865,-2
"11467","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",1,"todd_billingsley_man","sharon_harvey_woman","slightly more left",2293,-1
"11468","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",2,"sharon_harvey_woman","delores_gleitman_deceased","slightly more right",593,1
"11469","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",3,"charlie_dog","toby_chimp","both equally",584,0
"11470","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",4,"delores_gleitman_deceased","samantha_hill_girl","slightly more right",986,1
"11471","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",5,"kismet_robot","fetus","slightly more left",1259,-1
"11472","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",6,"you","nicholas_gannon_baby","slightly more right",1565,1
"11473","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",7,"you","sharon_harvey_woman","slightly more right",979,1
"11474","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",8,"gerald_schiff_pvs","green_frog","much more left",2325,-2
"11475","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",9,"fetus","samantha_hill_girl","much more right",888,2
"11476","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",10,"todd_billingsley_man","god","much more left",1607,-2
"11477","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",11,"sharon_harvey_woman","charlie_dog","much more left",672,-2
"11478","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",12,"nicholas_gannon_baby","toby_chimp","much more left",1087,-2
"11479","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",13,"sharon_harvey_woman","kismet_robot","much more left",848,-2
"11480","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",14,"nicholas_gannon_baby","charlie_dog","much more left",896,-2
"11481","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",15,"kismet_robot","green_frog","much more left",5626,-2
"11482","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",16,"sharon_harvey_woman","god","much more left",1377,-2
"11483","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",17,"delores_gleitman_deceased","gerald_schiff_pvs","much more right",2858,2
"11484","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",18,"kismet_robot","charlie_dog","much more right",2686,2
"11485","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",19,"fetus","toby_chimp","much more right",879,2
"11486","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",20,"delores_gleitman_deceased","god","slightly more right",4999,1
"11487","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",21,"green_frog","delores_gleitman_deceased","much more left",4835,-2
"11488","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",22,"god","gerald_schiff_pvs","much more right",781,2
"11489","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",23,"sharon_harvey_woman","green_frog","much more left",1205,-2
"11490","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",24,"sharon_harvey_woman","toby_chimp","much more left",1034,-2
"11491","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",25,"you","kismet_robot","much more right",876,2
"11492","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",26,"god","fetus","slightly more left",2877,-1
"11493","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",27,"samantha_hill_girl","charlie_dog","much more left",818,-2
"11494","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",28,"you","delores_gleitman_deceased","both equally",1838,0
"11495","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",29,"toby_chimp","green_frog","slightly more left",721,-1
"11496","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",30,"charlie_dog","fetus","much more left",981,-2
"11497","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",31,"kismet_robot","todd_billingsley_man","much more right",1901,2
"11498","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",32,"green_frog","you","much more left",818,-2
"11499","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",33,"nicholas_gannon_baby","delores_gleitman_deceased","much more left",1228,-2
"11500","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",34,"sharon_harvey_woman","gerald_schiff_pvs","much more right",3370,2
"11501","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",35,"toby_chimp","you","much more left",1316,-2
"11502","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",36,"sharon_harvey_woman","nicholas_gannon_baby","much more left",1117,-2
"11503","S0296","Rage",23,"female","college_some","student","0","united states","republican","disagree_moderate","disagree_little","NA",37,"you","fetus","much more right",1372,2
